1231283029953392647 ||||| Blame, Negative, Demoralizing Speech :: Yes || Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Dialect :: Middle East || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Yes
1237155820904894464 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243170594851639298 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1241801831984041990 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1315227578060464128 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1242424816424169472 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329367635113500673 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329247612340473856 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329342099574185984 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329285348376141824 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1320346335351025664 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329255957310939138 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329259183795998720 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329266155983343617 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329265921173630976 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329283539116945408 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329270058661670912 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329450519576932359 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329406773627858944 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329320300031467520 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329327179549859840 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329395746651721732 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329346306016497665 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329292587019218945 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1329373385227440130 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298375805593169923 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298372297678639108 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298389826534879233 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298379172939800579 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298390097583312898 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298376047138934784 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298561599708508161 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298574966338793477 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298388452313124865 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298376620802289680 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298372832779526144 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298384416235036672 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1297282796172574722 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298384994868633600 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298385696344989696 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298387193086521344 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1297170991647531008 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298374931697344514 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298409354492772353 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: Yes || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1271571468263075841 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1279106119466651649 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272537273356206082 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1275463455206772738 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1279417280703746049 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272628986158419970 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1274084881660817409 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272977074307940355 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1275171869881257985 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272084841639620608 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1284918584553222145 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272272797096718339 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272277655707099139 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1292736661680525312 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272877963013488642 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1332413349091536898 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272912974584389632 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1273584322646355968 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1271812876932648962 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1273630109774340103 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261514321710010368 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261740004893696002 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1274324431930867717 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1270769045520998400 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261479817741991936 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1304124045105991686 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1262094467798007817 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1262558355236761600 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1263166173430067202 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261653021647409152 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1263131499215425537 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261992403961098241 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1262583323546787840 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1259154589380685825 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1262474356845936644 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1298692351444082688 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1266457014332506112 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1265215883007401985 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1265462667780730881 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243631012904677378 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: Can't decide || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1247065374140620800 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1251155923067760640 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1325916521353318400 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1251445302671925248 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1239900477556482055 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1287749231088992256 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1280429330573770752 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240729102920962049 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1276066643735650304 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1257685609101000704 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1251165941490167810 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
