Tweet_ID;Blame_Negative_Demoralizing_Speech;Contains_Fake_Information;Dialect;Factual;Give_Advice;Hate_Speech;News_or_Opinion;Rise_Moral;Talk_About_Cure_or_Vaccine;Worth_Fact-checking
1263596681385218050;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1316357537537626114;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1234553620949020674;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1238564723802738689;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1257863321291759616;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;News;Yes;No;Can't decide
1270589967341957120;No;Yes;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Yes
1274008545172865026;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1272842785821986817;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1245713054651867137;No;Can't decide;North Africa;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1271212631702061056;Yes;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1307782208262942728;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1330187931433246720;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1247748421215117315;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1294810039719464960;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1276139798936330243;No;Can't decide;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Can't decide
1262857060909277185;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1247319133760471043;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1238414382524227584;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1230854570768830464;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1249733298882064385;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1328326740972859394;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1325480764138541056;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1286375168433098755;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1285967096892006400;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1243519602174365697;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;No;No
1224483593709162496;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1268259254919671812;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1325723492868743169;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1231908876620115968;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1308816332075474944;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1276509786872451077;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1262319292944650240;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1317907680837632005;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1229131068600705024;No;Maybe;Can't decide;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1262398128680026112;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1261000254826123265;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1266456064427528192;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1261042898361036800;Yes;Maybe;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Maybe
1247166850456154120;No;Can't decide;North Africa;Is Not Verifiable;Yes;Not Hatfull;Opinion;Yes;No;Can't decide
1234877072595718144;No;No;North Africa;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1288498008561156101;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1273822172855832582;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1326641337643528193;No;Can't decide;Middle East;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1319988876304392195;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1235644394889515009;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Yes
1328323984052658177;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1330390980273573890;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1317492813660119042;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1288863803669729281;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1268477821040680960;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1279988991748603905;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Maybe
1241052526935506944;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1268742228522020866;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1292728388814114818;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1286454649575411713;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1277772339363622912;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1290073957752684544;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1274832874089451521;Can't decide;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1248676825716441089;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1247022994230149120;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1238329449436909568;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1268965236649930752;Yes;Yes;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Yes
1231508185225232384;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1286806466578599938;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1268304196027080705;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1277981606553116672;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1257020250710847488;No;Yes;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Yes
1247892088303136769;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1276511619112144897;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1237796861467152385;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1292736661680525312;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1256303824677081089;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1272827673685917701;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1316773184989995009;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1310215790340251651;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1330089369923936257;Yes;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Maybe
1320823793691099136;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1238150270657474567;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1280148772077678593;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1235567254336606208;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Maybe
1293660958095740929;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1259980227746369537;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1246961557524840448;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1276605737750364162;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1271853324778823681;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1322457696910643200;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Yes
1240738295342075904;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1239990132989665288;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1230836553594949634;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1297609979571077120;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1247570943297363969;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1331571938167312385;No;Can't decide;Middle East;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1247597551110565894;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1246003762264707073;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1254036880951296000;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1239314595950592002;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1282325561126326272;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1226813709739274245;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1241704924209131520;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1241044471145549824;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1251424328513716231;Can't decide;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1283307647274450944;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1241570278796296193;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1246896784569503745;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1338137481875759104;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1241685715886510081;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1253459202305077256;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1247021312696082437;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1312532854065123329;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1274360903379685377;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1288523214340136962;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1237615944232513536;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1278421185047465984;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1286355698406821888;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1267082645638467590;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1244142843234594816;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1321186698152337409;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1242348993079803905;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1256242745804566533;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1290063191511367681;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1286442897647308801;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1252586755125108736;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1254229761611771911;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1232424520989978626;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1249372704542777353;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1324339416840757249;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1301467641278799878;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1260155639583641601;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Maybe
1241801831984041990;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1319050490345377796;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1249636781059964928;No;No;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1325838720025702400;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1237811077225857025;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1302233602005110785;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1327618112896851969;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1270762408605253638;Yes;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1245360696453464064;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1267570717652107266;No;No;North Africa;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1239590645418901506;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1331570344872833027;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;Yes;Can't decide
1241096457534537728;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1283789716622630913;Yes;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1307695101934796806;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1264290050575040515;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1268296183732199435;Yes;Yes;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Yes
1241469733788155904;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1281161386303897600;Yes;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1268952889000591360;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1237987026403840000;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1236150848700452864;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1284233680823738369;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1283770113372692480;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1320013335417421824;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1264485931106607104;No;Can't decide;Middle East;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1261514321710010368;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1239606757745451010;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1261921812348313601;Yes;Maybe;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Maybe
1289972143829073931;No;Can't decide;North Africa;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1275472983050661889;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1259028920411750400;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1306270494585491456;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1271854562954092545;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1236632114105389056;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1243262610314792963;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1326240319478902784;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1238893628233256961;Yes;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1242534915234725893;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1241051748581748737;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1242931706228871170;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1311247327517175809;No;Can't decide;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1233430961313984512;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1253817590369091584;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1240266413480251397;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1255213769468379137;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1328379975817433088;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1242889080863698951;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1272580637594136578;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1250743863276380161;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1234841268582277120;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1269930169948569602;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1251724599240335362;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1238366205557309440;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1239876643432345606;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1232005953450582017;No;Maybe;Can't decide;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1239589897679392770;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1239455485381705728;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1246948529031053312;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1315330330560167938;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1239097022231334912;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1323995749173121024;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1277686375056375808;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1279967052434980866;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1249026498826305541;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1252585895296995328;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1330365618869178368;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1293149756580139008;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1236435814692904960;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1239895526650392576;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;Yes;No;Can't decide
1252706004502024197;No;Can't decide;MSA;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1269266848006078464;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1248647540892893185;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1317171070680633346;No;Can't decide;Middle East;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1270716967658254337;No;Can't decide;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Can't decide
1266450752035225603;Yes;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1238856739493208064;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1241365941327454209;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1268789617089753090;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1262068349409931264;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1250762029532688393;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1230865072114798594;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1251846080674881537;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1277709509511639040;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1247543675950784516;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1259546616312279046;No;Yes;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Yes
1328271171213815808;No;Can't decide;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1258739569161273345;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1276548147507007488;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1232575158700957696;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1283086567339368450;Yes;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1960858807618744321;Yes;Maybe;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Maybe
1316758514346459141;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1333059486802735104;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1317907588219101184;No;Can't decide;Middle East;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1337791136484757505;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1233776147747557377;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1238896644546052097;Yes;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1233080913510256641;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1323660537255895042;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1254451422063517696;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1262831974953168898;Yes;Maybe;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Maybe
1260181179313074176;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1283045000830496768;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1222936061103558657;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1248353760553943047;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1280105494321999872;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1249737067774410756;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1267049519776182272;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1280192980087963650;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1261428307150508033;Yes;Maybe;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Maybe
1261278834323849216;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1249160632034906113;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1236364185782693888;No;No;Middle East;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1241116444974370816;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1235659952187994120;No;Yes;Middle East;Is Verifiable;No;Hatfull;Opinion;No;No;Yes
1241147058960109570;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1259093080180916224;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1287428537604026368;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1251522661806739456;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1244012290082574339;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1240027889736863746;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1246114443517362178;No;Can't decide;North Africa;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1269612013174611968;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1233527977134231554;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1329768243804975106;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1238054264838250497;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1259700510652801024;No;Maybe;North Africa;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Maybe
1328328734424911879;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1245369313902637056;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1240686864320712707;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1328819377660174343;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1246201153232220162;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1236933065928331264;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1222043341027790848;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1280144772309684224;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1334872973388492801;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1247062371643699200;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1237794052029980675;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1279962315367092224;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1265295708011274241;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1251734073007013888;No;No;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Maybe
1338210117767016449;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
